slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
geometryRotate2dV1,Geometry rotate 2d,Applies a two dimensional clockwise rotation centered at the provided GeoPoint to the supplied geometry. This rotation...,"[""Geospatial""]","[""Streaming""]","[{""name"":""Angle in degrees"",""type"":""Literal<Double>"",""description"":""The angle in degrees of clockwise rotation""},{""name"":""Centre GeoPoint"",""type"":""Expression<GeoPoint>"",""description"":""The centre GeoPoint about which the rotation occurs. Assumed to be in WGS84""},{""name"":""Geometry column"",""type"":""Expression<Geometry>"",""description"":""The geometries on which the rotation is applied""},{""name"":""Projected coordinate system"",""type"":""Literal<String>"",""description"":""Coordinate system identifier formatted as \""authority \"". For example, UTM zone 18N could be identified by EPSG:32618. Geometries will be projected to the source coordinate system, have a rotation applied, then projected back to WGS84""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryRotate2dV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometrySetZCoordinateV1,Geometry set z-coordinate,Sets the z-coordinate of a geometry. If the geometry has an existing z-coordinate it will be overwritten...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry"",""type"":""Expression<Geometry>"",""description"":""Geometry""},{""name"":""Z coordinate"",""type"":""Expression<Double>"",""description"":""Z-coordinate""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometrySetZCoordinateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryToGeobufExpressionV1,Encode GeoJSON as Geobuf,Encodes GeoJSON geometry as Geobuf.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry"",""type"":""Expression<Geometry> optional"",""description"":""Geometry to convert to Geobuf""},{""name"":""Dimensions"",""type"":""Expression<Integer> optional"",""description"":""Number of dimensions per coordinate encoded in the Geobuf""},{""name"":""Precision"",""type"":""Expression<Integer>"",""description"":""Number of preserved decimals after the decimal point""}]",Geobuf,https://palantir.com/docs/foundry/pb-functions-expression/geometryToGeobufExpressionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryShortestDistanceV1,Geometry shortest distance,"Given two valid geometries, calculates the shortest (great circle) distance in meters between them. Uses a spherical...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/geometryShortestDistanceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryStandardizeV1,Geometry standardize,"Given a valid geometry, standardizes it by enforcing the right-hand rule on the input, which is the convention for...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""Geometry to be standardized""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryStandardizeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryUnionV1,Geometry union,Combines the two geometries to create a single geometry.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryUnionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometrySymmetricDifferenceV1,Geometry symmetric difference,"Calculates the portion that is in either geometry, but not in their intersection.","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry b""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry a""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometrySymmetricDifferenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getAudioMetadataV1,Extract audio metadata,Extracts metadata fields from an audio file.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to audio files in the media set.""},{""name"":""Metadata to include"",""type"":""Set<Enum<Audio specification, Bytes, Format>>"",""description"":""Select the metadata fields to include in the output.""}]",Struct,https://palantir.com/docs/foundry/pb-functions-expression/getAudioMetadataV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryTranslateV1,Geometry translate expression,Applies a translation to a geometry. Two dimensional geometries are only converted to three dimensional...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry column"",""type"":""Expression<String>"",""description"":""The geometries to be translated""},{""name"":""Projected coordinate system"",""type"":""Literal<String>"",""description"":""Coordinate system identifier formatted as \""authority \"". For example, UTM zone 18N could be identified by EPSG:32618. Geometries will be cast to the source coordinate system, have a translation applied, then re-cast to WGS84""},{""name"":""X offset"",""type"":""Literal<Double>"",""description"":""The distance in the coordinate reference system that the geometry will be translated in the positive x direction""},{""name"":""Y offset"",""type"":""Literal<Double> optional"",""description"":""The distance in the coordinate reference system that the geometry will be translated in the positive y direction""},{""name"":""Z offset"",""type"":""Literal<Double>"",""description"":""The distance in the coordinate reference system that the geometry will be translated in the positive z direction""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryTranslateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getBearingV1,Get bearing from start point to end point,Calculates the absolute true bearing (clockwise angle relative to geographical north) from the first point...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Ending point"",""type"":""Expression<GeoPoint>"",""description"":""Longitude and latitude for the ending point""},{""name"":""Starting point"",""type"":""Expression<GeoPoint>"",""description"":""Longitude and latitude for the starting point""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/getBearingV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getPdfPageDimensionsV1,Get PDF page dimensions,Get the dimensions in points of each page of the PDF.,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The document from which page dimensions are extracted""}]","Array<Struct<height , width >>",https://palantir.com/docs/foundry/pb-functions-expression/getPdfPageDimensionsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getDocumentMetadataV1,Extract document metadata,Extracts metadata fields from a document.,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to PDF files in a media set.""},{""name"":""Metadata to include"",""type"":""Set<Enum<Bytes, Document author, Document title, Page count>>"",""description"":""Select the metadata columns to include in the output.""}]",Struct,https://palantir.com/docs/foundry/pb-functions-expression/getDocumentMetadataV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getImageryMetadataV1,Extract imagery metadata,Extracts metadata fields from an image.,"[""Media""]","[""Batch"",""Streaming""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to imagery in the media set.""},{""name"":""Metadata to include"",""type"":""Set<Enum<Attributes, Bands, Bytes, Dimensions, EXIF Image Location, Format, Geographic Metadata, ICC Profile>>"",""description"":""Select the metadata columns to include in the output.""}]",Struct,https://palantir.com/docs/foundry/pb-functions-expression/getImageryMetadataV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getMimeTypeV1,Get MIME type,Returns the IANA MIME type of a media reference.,"[""Media""]",null,"[{""name"":""Media"",""type"":""Expression<Media reference>"",""description"":""The media reference to get the MIME type for""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/getMimeTypeV1/,线索,"[""parse_warning: args_missing_but_heading_present"",""supported_in_missing_or_unparseable""]"
getNthChainFromPolygonV1,Nth chain in polygon,"Returns the nth ring in a single polygon in the geometry. Indexing is 1-based, and an index of 0 is...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""N"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""Index of the ring to retrieve. Indexing is 1-based, and an index of 0 is out-of-bounds. An index greater than 1 returns an internal ring""},{""name"":""Polygon"",""type"":""Expression<Geometry>"",""description"":""Polygon to retrieve the nth ring of""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/getNthChainFromPolygonV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getTimestampsForSceneFramesV1,Get timestamps for scene frames,Get the timestamps and scene scores for detected scene frame transitions in the video.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference> optional"",""description"":""The video from which scene frame timestamps are extracted""},{""name"":""Scene sensitivity"",""type"":""Enum<Less sensitive, More sensitive, Standard>"",""description"":""Controls how easily scene changes are detected. Higher sensitivity detects more subtle transitions""}]","Array<Struct<timestamp , scene_score >>",https://palantir.com/docs/foundry/pb-functions-expression/getTimestampsForSceneFramesV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
gpuJsonAudioTranscriptionV1,Transcribe audio into JSON using GPU,Transcribe audio files into JSON using GPU.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference> optional"",""description"":""The column containing media references to audio files in the media sets""},{""name"":""Language"",""type"":""Enum<Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Bashkir, Basque, Belarusian, and more ...>"",""description"":""The language to detect in the input file. If no language is provided, it will be inferred from the first 30 seconds of audio""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/gpuJsonAudioTranscriptionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
greatestV1,Greatest,"Computes the greatest value amongst all input columns, skipping null values.","[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<T>>"",""description"":""List of columns from which to compute greatest value""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/greatestV1/,线索,"[""type_variable_bounds: T accepts ComparableType"",""parse_warning: args_missing_but_heading_present""]"
greaterThanV2,Greater than,Returns true if left is greater than right.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<ComparableType>"",""description"":""Left expression""},{""name"":""Right"",""type"":""Expression<ComparableType>"",""description"":""Right expression""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/greaterThanV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
getStructFieldV2,Get struct field,Extracts a field from a struct.,"[""Struct""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Locator"",""type"":""StructLocator"",""description"":""Extract inner elements with multiple entries like ['author', 'email'].""},{""name"":""Struct"",""type"":""Expression<Struct>"",""description"":""no description""}]",AnyType,https://palantir.com/docs/foundry/pb-functions-expression/getStructFieldV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
